Location Names,Paso Baltasar,Paso Baltasar
2022-08-26 00:00:00,-0.28,0.71
2022-08-26 00:30:00,-0.28,0.71
2022-08-26 01:00:00,-0.23,0.87
2022-08-26 01:30:00,0.08,1.89
2022-08-26 02:00:00,0.3,2.62
2022-08-26 02:30:00,0.42,3.02
2022-08-26 03:00:00,0.49,3.25
2022-08-26 03:30:00,0.55,3.45
2022-08-26 04:00:00,0.6,3.83
2022-08-26 04:30:00,0.65,4.22
2022-08-26 05:00:00,0.7,4.63
2022-08-26 05:30:00,0.74,4.97
2022-08-26 06:00:00,0.78,5.33
2022-08-26 06:30:00,0.82,5.7
2022-08-26 07:00:00,0.86,6.08
2022-08-26 07:30:00,0.9,6.48
2022-08-26 08:00:00,0.93,6.78
2022-08-26 08:30:00,0.97,7.2
2022-08-26 09:00:00,1.0,7.53
2022-08-26 09:30:00,1.03,7.86
2022-08-26 10:00:00,1.06,8.2
2022-08-26 10:30:00,1.08,8.43
2022-08-26 11:00:00,1.1,8.66
2022-08-26 11:30:00,1.13,9.02
2022-08-26 12:00:00,1.14,9.14
2022-08-26 12:30:00,1.15,9.26
2022-08-26 13:00:00,1.16,9.38
2022-08-26 13:30:00,1.17,9.51
2022-08-26 14:00:00,1.18,9.63
2022-08-26 14:30:00,1.18,9.63
2022-08-26 15:00:00,1.19,9.76
2022-08-26 15:30:00,1.2,9.88
2022-08-26 16:00:00,1.2,9.88
2022-08-26 16:30:00,1.21,10.01
2022-08-26 17:00:00,1.21,10.01
2022-08-26 17:30:00,1.22,10.14
2022-08-26 18:00:00,1.23,10.27
2022-08-26 18:30:00,1.23,10.27
2022-08-26 19:00:00,1.24,10.4
2022-08-26 19:30:00,1.25,10.53
2022-08-26 20:00:00,1.26,10.66
2022-08-26 20:30:00,1.27,10.79
2022-08-26 21:00:00,1.28,10.92
2022-08-26 21:30:00,1.28,10.92
2022-08-26 22:00:00,1.29,11.06
2022-08-26 22:30:00,1.3,11.19
2022-08-26 23:00:00,1.31,11.33
2022-08-26 23:30:00,1.32,11.46
2022-08-27 00:00:00,1.33,11.6
2022-08-27 00:30:00,1.33,11.6
2022-08-27 01:00:00,1.34,11.74
2022-08-27 01:30:00,1.35,11.88
2022-08-27 02:00:00,1.35,11.88
2022-08-27 02:30:00,1.36,12.02
2022-08-27 03:00:00,1.37,12.16
2022-08-27 03:30:00,1.37,12.16
2022-08-27 04:00:00,1.38,12.3
2022-08-27 04:30:00,1.38,12.3
2022-08-27 05:00:00,1.38,12.3
2022-08-27 05:30:00,1.39,12.44
2022-08-27 06:00:00,1.39,12.44
2022-08-27 06:30:00,1.39,12.44
2022-08-27 07:00:00,1.39,12.44
2022-08-27 07:30:00,1.39,12.44
2022-08-27 08:00:00,1.4,12.59
2022-08-27 08:30:00,1.4,12.59
2022-08-27 09:00:00,1.4,12.59
2022-08-27 09:30:00,1.4,12.59
2022-08-27 10:00:00,1.4,12.59
2022-08-27 10:30:00,1.4,12.59
2022-08-27 11:00:00,1.41,12.73
2022-08-27 11:30:00,1.41,12.73
2022-08-27 12:00:00,1.41,12.73
2022-08-27 12:30:00,1.41,12.73
2022-08-27 13:00:00,1.42,12.88
2022-08-27 13:30:00,1.42,12.88
2022-08-27 14:00:00,1.42,12.88
2022-08-27 14:30:00,1.43,13.02
2022-08-27 15:00:00,1.43,13.02
2022-08-27 15:30:00,1.44,13.17
2022-08-27 16:00:00,1.45,13.32
2022-08-27 16:30:00,1.45,13.32
2022-08-27 17:00:00,1.46,13.47
2022-08-27 17:30:00,1.46,13.47
2022-08-27 18:00:00,1.47,13.62
2022-08-27 18:30:00,1.48,13.77
2022-08-27 19:00:00,1.49,13.92
2022-08-27 19:30:00,1.5,14.07
2022-08-27 20:00:00,1.5,14.07
2022-08-27 20:30:00,1.51,14.23
2022-08-27 21:00:00,1.52,14.38
2022-08-27 21:30:00,1.53,14.54
2022-08-27 22:00:00,1.54,14.69
2022-08-27 22:30:00,1.55,14.85
2022-08-27 23:00:00,1.56,15.01
2022-08-27 23:30:00,1.57,15.17
2022-08-28 00:00:00,1.58,15.33
2022-08-28 00:30:00,1.59,15.49
2022-08-28 01:00:00,1.6,15.65
2022-08-28 01:30:00,1.61,15.81
2022-08-28 02:00:00,1.62,15.98
2022-08-28 02:30:00,1.63,16.14
2022-08-28 03:00:00,1.64,16.3
2022-08-28 03:30:00,1.65,16.47
2022-08-28 04:00:00,1.66,16.64
2022-08-28 04:30:00,1.67,16.81
2022-08-28 05:00:00,1.68,16.98
2022-08-28 05:30:00,1.69,17.15
2022-08-28 06:00:00,1.7,17.32
2022-08-28 06:30:00,1.71,17.49
2022-08-28 07:00:00,1.72,17.66
2022-08-28 07:30:00,1.72,17.66
2022-08-28 08:00:00,1.73,17.83
2022-08-28 08:30:00,1.74,18.01
2022-08-28 09:00:00,1.75,18.18
2022-08-28 09:30:00,1.76,18.36
2022-08-28 10:00:00,1.77,18.54
2022-08-28 10:30:00,1.78,18.71
2022-08-28 11:00:00,1.79,18.89
2022-08-28 11:30:00,1.8,19.07
2022-08-28 12:00:00,1.81,19.25
2022-08-28 12:30:00,1.81,19.25
2022-08-28 13:00:00,1.82,19.44
2022-08-28 13:30:00,1.83,19.62
2022-08-28 14:00:00,1.84,19.8
2022-08-28 14:30:00,1.85,19.99
2022-08-28 15:00:00,1.86,20.17
2022-08-28 15:30:00,1.87,20.36
2022-08-28 16:00:00,1.87,20.36
2022-08-28 16:30:00,1.88,20.55
2022-08-28 17:00:00,1.89,20.73
2022-08-28 17:30:00,1.9,20.92
2022-08-28 18:00:00,1.91,21.11
2022-08-28 18:30:00,1.91,21.11
2022-08-28 19:00:00,1.93,21.5
2022-08-28 19:30:00,1.93,21.5
2022-08-28 20:00:00,1.94,21.69
2022-08-28 20:30:00,1.95,21.88
2022-08-28 21:00:00,1.96,22.08
2022-08-28 21:30:00,1.96,22.08
2022-08-28 22:00:00,1.97,22.27
2022-08-28 22:30:00,1.98,22.47
2022-08-28 23:00:00,1.98,22.47
2022-08-28 23:30:00,2.0,22.87
2022-08-29 00:00:00,2.0,22.87
2022-08-29 00:30:00,2.01,23.07
2022-08-29 01:00:00,2.02,23.27
2022-08-29 01:30:00,2.03,23.47
2022-08-29 02:00:00,2.03,23.47
2022-08-29 02:30:00,2.04,23.67
2022-08-29 03:00:00,2.05,23.87
2022-08-29 03:30:00,2.05,23.87
2022-08-29 04:00:00,2.06,24.08
2022-08-29 04:30:00,2.07,24.28
2022-08-29 05:00:00,2.08,24.49
2022-08-29 05:30:00,2.08,24.49
2022-08-29 06:00:00,2.09,24.7
2022-08-29 06:30:00,2.1,24.9
2022-08-29 07:00:00,2.11,25.11
2022-08-29 07:30:00,2.11,25.11
2022-08-29 08:00:00,2.12,25.32
2022-08-29 08:30:00,2.13,25.53
2022-08-29 09:00:00,2.14,25.74
2022-08-29 09:30:00,2.14,25.74
2022-08-29 10:00:00,2.15,25.96
2022-08-29 10:30:00,2.15,25.96
2022-08-29 11:00:00,2.16,26.17
2022-08-29 11:30:00,2.17,26.39
2022-08-29 12:00:00,2.17,26.39
2022-08-29 12:30:00,2.18,26.6
2022-08-29 13:00:00,2.19,26.82
2022-08-29 13:30:00,2.19,26.82
2022-08-29 14:00:00,2.2,27.03
2022-08-29 14:30:00,2.2,27.03
2022-08-29 15:00:00,2.21,27.25
2022-08-29 15:30:00,2.21,27.25
2022-08-29 16:00:00,2.22,27.47
2022-08-29 16:30:00,2.22,27.47
2022-08-29 17:00:00,2.23,27.69
2022-08-29 17:30:00,2.23,27.69
2022-08-29 18:00:00,2.24,27.91
2022-08-29 18:30:00,2.24,27.91
2022-08-29 19:00:00,2.24,27.91
2022-08-29 19:30:00,2.25,28.14
2022-08-29 20:00:00,2.25,28.14
2022-08-29 20:30:00,2.25,28.14
2022-08-29 21:00:00,2.26,28.36
2022-08-29 21:30:00,2.26,28.36
2022-08-29 22:00:00,2.26,28.36
2022-08-29 22:30:00,2.26,28.36
2022-08-29 23:00:00,2.27,28.58
2022-08-29 23:30:00,2.27,28.58
2022-08-30 00:00:00,2.27,28.58
2022-08-30 00:30:00,2.27,28.58
2022-08-30 01:00:00,2.27,28.58
2022-08-30 01:30:00,2.27,28.58
2022-08-30 02:00:00,2.27,28.58
2022-08-30 02:30:00,2.27,28.58
2022-08-30 03:00:00,2.27,28.58
2022-08-30 03:30:00,2.27,28.58
2022-08-30 04:00:00,2.27,28.58
2022-08-30 04:30:00,2.27,28.58
2022-08-30 05:00:00,2.27,28.58
2022-08-30 05:30:00,2.27,28.58
2022-08-30 06:00:00,2.27,28.58
2022-08-30 06:30:00,2.26,28.36
2022-08-30 07:00:00,2.26,28.36
2022-08-30 07:30:00,2.25,28.14
2022-08-30 08:00:00,2.25,28.14
2022-08-30 08:30:00,2.25,28.14
2022-08-30 09:00:00,2.24,27.91
2022-08-30 09:30:00,2.24,27.91
2022-08-30 10:00:00,2.23,27.69
2022-08-30 10:30:00,2.23,27.69
2022-08-30 11:00:00,2.22,27.47
2022-08-30 11:30:00,2.22,27.47
2022-08-30 12:00:00,2.21,27.25
2022-08-30 12:30:00,2.2,27.03
2022-08-30 13:00:00,2.19,26.82
2022-08-30 13:30:00,2.18,26.6
2022-08-30 14:00:00,2.18,26.6
2022-08-30 14:30:00,2.17,26.39
2022-08-30 15:00:00,2.16,26.17
2022-08-30 15:30:00,2.15,25.96
2022-08-30 16:00:00,2.14,25.74
2022-08-30 16:30:00,2.13,25.53
2022-08-30 17:00:00,2.12,25.32
2022-08-30 17:30:00,2.11,25.11
2022-08-30 18:00:00,2.1,24.9
2022-08-30 18:30:00,2.09,24.7
2022-08-30 19:00:00,2.08,24.49
2022-08-30 19:30:00,2.06,24.08
2022-08-30 20:00:00,2.05,23.87
2022-08-30 20:30:00,2.04,23.67
2022-08-30 21:00:00,2.03,23.47
2022-08-30 21:30:00,2.01,23.07
2022-08-30 22:00:00,2.0,22.87
2022-08-30 22:30:00,1.99,22.67
2022-08-30 23:00:00,1.97,22.27
2022-08-30 23:30:00,1.96,22.08
2022-08-31 00:00:00,1.95,21.88
2022-08-31 00:30:00,1.93,21.5
2022-08-31 01:00:00,1.91,21.11
2022-08-31 01:30:00,1.9,20.92
2022-08-31 02:00:00,1.88,20.55
2022-08-31 02:30:00,1.87,20.36
2022-08-31 03:00:00,1.85,19.99
2022-08-31 03:30:00,1.84,19.8
2022-08-31 04:00:00,1.82,19.44
2022-08-31 04:30:00,1.81,19.25
2022-08-31 05:00:00,1.79,18.89
2022-08-31 05:30:00,1.78,18.71
2022-08-31 06:00:00,1.76,18.36
2022-08-31 06:30:00,1.75,18.18
2022-08-31 07:00:00,1.73,17.83
2022-08-31 07:30:00,1.71,17.49
2022-08-31 08:00:00,1.7,17.32
2022-08-31 08:30:00,1.69,17.15
2022-08-31 09:00:00,1.67,16.81
2022-08-31 09:30:00,1.65,16.47
2022-08-31 10:00:00,1.64,16.3
2022-08-31 10:30:00,1.63,16.14
2022-08-31 11:00:00,1.61,15.81
2022-08-31 11:30:00,1.6,15.65
2022-08-31 12:00:00,1.58,15.33
2022-08-31 12:30:00,1.57,15.17
2022-08-31 13:00:00,1.55,14.85
2022-08-31 13:30:00,1.54,14.69
2022-08-31 14:00:00,1.52,14.38
2022-08-31 14:30:00,1.51,14.23
2022-08-31 15:00:00,1.5,14.07
2022-08-31 15:30:00,1.48,13.77
2022-08-31 16:00:00,1.47,13.62
2022-08-31 16:30:00,1.46,13.47
2022-08-31 17:00:00,1.44,13.17
2022-08-31 17:30:00,1.43,13.02
2022-08-31 18:00:00,1.41,12.73
2022-08-31 18:30:00,1.4,12.59
2022-08-31 19:00:00,1.39,12.44
2022-08-31 19:30:00,1.37,12.16
2022-08-31 20:00:00,1.36,12.02
2022-08-31 20:30:00,1.35,11.88
2022-08-31 21:00:00,1.33,11.6
2022-08-31 21:30:00,1.32,11.46
2022-08-31 22:00:00,1.31,11.33
2022-08-31 22:30:00,1.29,11.06
2022-08-31 23:00:00,1.28,10.92
2022-08-31 23:30:00,1.27,10.79
2022-09-01 00:00:00,1.25,10.53
2022-09-01 00:30:00,1.24,10.4
2022-09-01 01:00:00,1.23,10.27
2022-09-01 01:30:00,1.21,10.01
2022-09-01 02:00:00,1.2,9.88
2022-09-01 02:30:00,1.19,9.76
2022-09-01 03:00:00,1.18,9.63
2022-09-01 03:30:00,1.17,9.51
2022-09-01 04:00:00,1.15,9.26
2022-09-01 04:30:00,1.14,9.14
2022-09-01 05:00:00,1.13,9.02
2022-09-01 05:30:00,1.12,8.9
2022-09-01 06:00:00,1.11,8.78
2022-09-01 06:30:00,1.09,8.54
2022-09-01 07:00:00,1.08,8.43
2022-09-01 07:30:00,1.07,8.31
2022-09-01 08:00:00,1.06,8.2
2022-09-01 08:30:00,1.05,8.08
2022-09-01 09:00:00,1.04,7.97
2022-09-01 09:30:00,1.03,7.86
2022-09-01 10:00:00,1.02,7.75
2022-09-01 10:30:00,1.01,7.64
2022-09-01 11:00:00,1.0,7.53
2022-09-01 11:30:00,0.98,7.31
2022-09-01 12:00:00,0.98,7.31
2022-09-01 12:30:00,0.97,7.2
2022-09-01 13:00:00,0.96,7.1
2022-09-01 13:30:00,0.95,6.99
2022-09-01 14:00:00,0.94,6.89
2022-09-01 14:30:00,0.93,6.78
2022-09-01 15:00:00,0.93,6.78
2022-09-01 15:30:00,0.92,6.68
2022-09-01 16:00:00,0.92,6.68
2022-09-01 16:30:00,0.92,6.68
2022-09-01 17:00:00,0.92,6.68
2022-09-01 17:30:00,0.93,6.78
2022-09-01 18:00:00,0.95,6.99
2022-09-01 18:30:00,0.97,7.2
2022-09-01 19:00:00,0.99,7.42
2022-09-01 19:30:00,1.0,7.53
2022-09-01 20:00:00,1.01,7.64
2022-09-01 20:30:00,1.04,7.97
2022-09-01 21:00:00,1.06,8.2
2022-09-01 21:30:00,1.08,8.43
2022-09-01 22:00:00,1.09,8.54
2022-09-01 22:30:00,1.1,8.66
2022-09-01 23:00:00,1.11,8.78
2022-09-01 23:30:00,1.12,8.9
2022-09-02 00:00:00,1.13,9.02
2022-09-02 00:30:00,1.14,9.14
2022-09-02 01:00:00,1.16,9.38
2022-09-02 01:30:00,1.18,9.63
2022-09-02 02:00:00,1.19,9.76
2022-09-02 02:30:00,1.21,10.01
2022-09-02 03:00:00,1.22,10.14
2022-09-02 03:30:00,1.24,10.4
2022-09-02 04:00:00,1.25,10.53
2022-09-02 04:30:00,1.26,10.66
2022-09-02 05:00:00,1.27,10.79
2022-09-02 05:30:00,1.28,10.92
2022-09-02 06:00:00,1.29,11.06
2022-09-02 06:30:00,1.29,11.06
2022-09-02 07:00:00,1.3,11.19
2022-09-02 07:30:00,1.3,11.19
2022-09-02 08:00:00,1.31,11.33
2022-09-02 08:30:00,1.31,11.33
2022-09-02 09:30:00,1.32,11.46
2022-09-02 10:00:00,1.33,11.6
2022-09-02 10:30:00,1.33,11.6
2022-09-02 11:00:00,1.34,11.74
2022-09-02 11:30:00,1.35,11.88
2022-09-02 12:00:00,1.35,11.88
2022-09-02 12:30:00,1.36,12.02
2022-09-02 13:00:00,1.36,12.02
2022-09-02 13:30:00,1.37,12.16
2022-09-02 14:00:00,1.38,12.3
2022-09-02 14:30:00,1.38,12.3
2022-09-02 15:00:00,1.39,12.44
2022-09-02 15:30:00,1.4,12.59
2022-09-02 16:00:00,1.4,12.59
2022-09-02 16:30:00,1.41,12.73
2022-09-02 17:00:00,1.42,12.88
2022-09-02 17:30:00,1.42,12.88
2022-09-02 18:00:00,1.43,13.02
2022-09-02 18:30:00,1.44,13.17
2022-09-02 19:00:00,1.44,13.17
2022-09-02 19:30:00,1.44,13.17
2022-09-02 20:00:00,1.45,13.32
2022-09-02 20:30:00,1.45,13.32
2022-09-02 21:00:00,1.46,13.47
2022-09-02 21:30:00,1.47,13.62
2022-09-02 22:00:00,1.48,13.77
2022-09-02 22:30:00,1.48,13.77
2022-09-02 23:00:00,1.49,13.92
2022-09-02 23:30:00,1.49,13.92
2022-09-03 00:00:00,1.5,14.07
2022-09-03 00:30:00,1.51,14.23
2022-09-03 01:00:00,1.52,14.38
2022-09-03 01:30:00,1.52,14.38
2022-09-03 02:00:00,1.53,14.54
2022-09-03 02:30:00,1.54,14.69
2022-09-03 03:00:00,1.55,14.85
2022-09-03 03:30:00,1.56,15.01
2022-09-03 04:00:00,1.57,15.17
2022-09-03 04:30:00,1.58,15.33
2022-09-03 05:00:00,1.58,15.33
2022-09-03 05:30:00,1.6,15.65
2022-09-03 06:00:00,1.61,15.81
2022-09-03 06:30:00,1.62,15.98
2022-09-03 07:00:00,1.62,15.98
2022-09-03 07:30:00,1.63,16.14
2022-09-03 08:00:00,1.64,16.3
2022-09-03 08:30:00,1.65,16.47
2022-09-03 09:00:00,1.66,16.64
2022-09-03 09:30:00,1.67,16.81
2022-09-03 10:00:00,1.68,16.98
2022-09-03 10:30:00,1.69,17.15
2022-09-03 11:00:00,1.7,17.32
2022-09-03 11:30:00,1.7,17.32
2022-09-03 12:00:00,1.71,17.49
2022-09-03 12:30:00,1.72,17.66
2022-09-03 13:00:00,1.73,17.83
2022-09-03 13:30:00,1.74,18.01
2022-09-03 14:00:00,1.75,18.18
2022-09-03 14:30:00,1.76,18.36
2022-09-03 15:00:00,1.76,18.36
2022-09-03 15:30:00,1.77,18.54
2022-09-03 16:00:00,1.78,18.71
2022-09-03 16:30:00,1.78,18.71
2022-09-03 17:00:00,1.79,18.89
2022-09-03 17:30:00,1.8,19.07
2022-09-03 18:00:00,1.8,19.07
2022-09-03 18:30:00,1.81,19.25
2022-09-03 19:00:00,1.82,19.44
2022-09-03 19:30:00,1.82,19.44
2022-09-03 20:00:00,1.83,19.62
2022-09-03 20:30:00,1.83,19.62
2022-09-03 21:00:00,1.84,19.8
2022-09-03 21:30:00,1.84,19.8
2022-09-03 22:00:00,1.85,19.99
2022-09-03 22:30:00,1.86,20.17
2022-09-03 23:00:00,1.86,20.17
2022-09-03 23:30:00,1.87,20.36
2022-09-04 00:00:00,1.87,20.36
2022-09-04 00:30:00,1.88,20.55
2022-09-04 01:00:00,1.89,20.73
2022-09-04 01:30:00,1.89,20.73
2022-09-04 02:00:00,1.9,20.92
2022-09-04 02:30:00,1.9,20.92
2022-09-04 03:00:00,1.9,20.92
2022-09-04 03:30:00,1.91,21.11
2022-09-04 04:00:00,1.91,21.11
2022-09-04 04:30:00,1.92,21.31
2022-09-04 05:00:00,1.93,21.5
2022-09-04 05:30:00,1.93,21.5
2022-09-04 06:00:00,1.94,21.69
2022-09-04 06:30:00,1.94,21.69
2022-09-04 07:00:00,1.94,21.69
2022-09-04 07:30:00,1.95,21.88
2022-09-04 08:00:00,1.95,21.88
2022-09-04 08:30:00,1.96,22.08
2022-09-04 09:00:00,1.97,22.27
2022-09-04 09:30:00,1.97,22.27
2022-09-04 10:00:00,1.97,22.27
2022-09-04 10:30:00,1.98,22.47
2022-09-04 11:00:00,1.99,22.67
2022-09-04 11:30:00,1.99,22.67
2022-09-04 12:00:00,1.99,22.67
2022-09-04 12:30:00,2.0,22.87
2022-09-04 13:00:00,2.0,22.87
2022-09-04 13:30:00,2.01,23.07
2022-09-04 14:00:00,2.01,23.07
2022-09-04 14:30:00,2.02,23.27
2022-09-04 15:00:00,2.03,23.47
2022-09-04 15:30:00,2.03,23.47
2022-09-04 16:00:00,2.03,23.47
2022-09-04 16:30:00,2.03,23.47
2022-09-04 17:00:00,2.04,23.67
2022-09-04 17:30:00,2.04,23.67
2022-09-04 18:00:00,2.05,23.87
2022-09-04 18:30:00,2.05,23.87
2022-09-04 19:00:00,2.05,23.87
2022-09-04 19:30:00,2.06,24.08
2022-09-04 20:00:00,2.06,24.08
2022-09-04 20:30:00,2.06,24.08
2022-09-04 21:00:00,2.07,24.28
2022-09-04 21:30:00,2.07,24.28
2022-09-04 22:00:00,2.07,24.28
2022-09-04 22:30:00,2.07,24.28
2022-09-04 23:00:00,2.08,24.49
2022-09-04 23:30:00,2.08,24.49
2022-09-05 00:00:00,2.08,24.49
2022-09-05 00:30:00,2.08,24.49
2022-09-05 01:00:00,2.08,24.49
2022-09-05 01:30:00,2.09,24.7
2022-09-05 02:00:00,2.09,24.7
2022-09-05 02:30:00,2.09,24.7
2022-09-05 03:00:00,2.09,24.7
2022-09-05 03:30:00,2.09,24.7
2022-09-05 04:00:00,2.09,24.7
2022-09-05 04:30:00,2.09,24.7
2022-09-05 05:00:00,2.09,24.7
2022-09-05 05:30:00,2.09,24.7
2022-09-05 06:00:00,2.09,24.7
2022-09-05 06:30:00,2.09,24.7
2022-09-05 07:00:00,2.09,24.7
2022-09-05 07:30:00,2.09,24.7
2022-09-05 08:00:00,2.09,24.7
2022-09-05 08:30:00,2.09,24.7
2022-09-05 09:00:00,2.09,24.7
2022-09-05 09:30:00,2.08,24.49
2022-09-05 10:00:00,2.08,24.49
2022-09-05 10:30:00,2.08,24.49
2022-09-05 11:00:00,2.08,24.49
2022-09-05 11:30:00,2.07,24.28
2022-09-05 12:00:00,2.07,24.28
2022-09-05 12:30:00,2.06,24.08
2022-09-05 13:00:00,2.06,24.08
2022-09-05 13:30:00,2.06,24.08
2022-09-05 14:00:00,2.05,23.87
2022-09-05 14:30:00,2.05,23.87
2022-09-05 15:00:00,2.04,23.67
2022-09-05 15:30:00,2.04,23.67
2022-09-05 16:00:00,2.03,23.47
