Location Names,Paso Pache (Ruta 5 Nueva)
Location Ids,59.1
Time,Q.obs
2013-01-01 00:00:00,65.486
2013-01-01 00:15:00,65.486
2013-01-01 01:45:00,64.928
2013-01-01 02:00:00,64.372
2013-01-01 03:15:00,64.372
2013-01-01 03:30:00,63.817
2013-01-01 04:30:00,63.817
2013-01-01 04:45:00,63.263
2013-01-01 05:30:00,63.263
2013-01-01 05:45:00,62.711
2013-01-01 06:45:00,62.160
2013-01-01 07:00:00,62.160
2013-01-01 08:15:00,61.611
2013-01-01 08:30:00,61.611
2013-01-01 09:45:00,61.063
2013-01-01 10:00:00,61.063
2013-01-01 11:00:00,60.517
2013-01-01 11:15:00,60.517
2013-01-01 16:30:00,61.063
2013-01-01 16:45:00,61.063
2013-01-01 17:15:00,61.611
2013-01-01 17:30:00,61.611
2013-01-01 18:00:00,62.160
2013-01-01 18:15:00,62.160
2013-01-01 18:30:00,62.711
2013-01-01 18:45:00,62.711
2013-01-01 19:00:00,63.263
2013-01-01 19:15:00,63.817
2013-01-01 19:30:00,63.817
2013-01-01 19:45:00,64.372
2013-01-01 20:00:00,64.928
2013-01-01 20:15:00,65.486
2013-01-01 20:30:00,66.045
2013-01-01 20:45:00,66.606
2013-01-01 21:00:00,67.168
2013-01-01 21:15:00,67.731
2013-01-01 21:30:00,68.863
2013-01-01 21:45:00,69.430
2013-01-01 22:00:00,69.999
2013-01-01 22:15:00,71.142
2013-01-01 22:30:00,71.715
2013-01-01 22:45:00,72.865
2013-01-01 23:00:00,73.443
2013-01-01 23:15:00,74.601
2013-01-01 23:30:00,75.766
2013-01-01 23:45:00,76.350
2013-01-02 00:00:00,77.522
2013-01-02 00:15:00,78.699
2013-01-02 00:30:00,79.882
2013-01-02 00:45:00,81.070
2013-01-02 01:00:00,81.665
2013-01-02 01:15:00,82.861
2013-01-02 01:30:00,84.062
2013-01-02 01:45:00,85.268
2013-01-02 02:00:00,86.479
2013-01-02 02:15:00,87.695
2013-01-02 02:30:00,88.916
2013-01-02 02:45:00,89.529
2013-01-02 03:00:00,90.758
2013-01-02 03:15:00,91.991
2013-01-02 03:30:00,93.230
2013-01-02 03:45:00,94.474
2013-01-02 04:00:00,95.722
2013-01-02 04:15:00,96.976
2013-01-02 04:30:00,97.604
2013-01-02 04:45:00,98.865
2013-01-02 05:00:00,99.497
2013-01-02 05:15:00,100.765
2013-01-02 05:30:00,102.037
2013-01-02 05:45:00,103.314
2013-01-02 06:00:00,103.955
2013-01-02 06:15:00,105.239
2013-01-02 06:30:00,106.528
2013-01-02 06:45:00,107.175
2013-01-02 07:00:00,108.471
2013-01-02 07:15:00,109.121
2013-01-02 07:30:00,109.771
2013-01-02 07:45:00,111.077
2013-01-02 08:00:00,111.731
2013-01-02 08:15:00,112.387
2013-01-02 08:30:00,113.701
2013-01-02 08:45:00,114.360
2013-01-02 09:00:00,115.020
2013-01-02 09:15:00,115.681
2013-01-02 09:30:00,116.344
2013-01-02 09:45:00,117.007
2013-01-02 10:00:00,117.672
2013-01-02 10:15:00,118.338
2013-01-02 10:30:00,119.004
2013-01-02 10:45:00,119.672
2013-01-02 11:00:00,120.341
2013-01-02 11:15:00,121.011
2013-01-02 11:30:00,121.683
2013-01-02 11:45:00,122.355
2013-01-02 12:00:00,122.355
2013-01-02 12:15:00,123.029
2013-01-02 12:30:00,123.703
2013-01-02 12:45:00,124.379
2013-01-02 13:00:00,125.056
2013-01-02 13:15:00,125.056
2013-01-02 13:30:00,125.733
2013-01-02 13:45:00,125.733
2013-01-02 14:00:00,126.412
2013-01-02 14:15:00,126.412
2013-01-02 14:45:00,127.092
2013-01-02 15:00:00,128.207
2013-01-02 15:30:00,129.228
2013-01-02 15:45:00,129.228
2013-01-02 16:15:00,130.254
2013-01-02 16:30:00,130.254
2013-01-02 17:30:00,131.283
2013-01-02 17:45:00,132.317
2013-01-02 19:45:00,133.356
2013-01-02 20:00:00,133.356
2013-01-03 00:00:00,133.356
2013-01-03 00:15:00,133.356
2013-01-03 04:45:00,132.317
2013-01-03 05:00:00,132.317
2013-01-03 09:30:00,131.283
2013-01-03 09:45:00,130.254
2013-01-03 11:15:00,130.254
2013-01-03 11:30:00,129.228
2013-01-03 12:15:00,129.228
2013-01-03 12:30:00,128.207
2013-01-03 13:15:00,127.092
2013-01-03 13:30:00,127.092
2013-01-03 14:00:00,127.092
2013-01-03 14:15:00,126.412
2013-01-03 14:45:00,125.733
2013-01-03 15:00:00,125.733
2013-01-03 15:30:00,125.056
2013-01-03 15:45:00,124.379
2013-01-03 16:00:00,124.379
2013-01-03 16:15:00,123.703
2013-01-03 16:45:00,123.029
2013-01-03 17:00:00,123.029
2013-01-03 17:15:00,122.355
2013-01-03 17:30:00,121.683
2013-01-03 17:45:00,121.683
2013-01-03 18:00:00,121.011
2013-01-03 18:15:00,120.341
2013-01-03 18:30:00,120.341
2013-01-03 18:45:00,119.672
2013-01-03 19:00:00,119.004
2013-01-03 19:15:00,118.338
2013-01-03 19:30:00,117.672
2013-01-03 19:45:00,117.007
2013-01-03 20:00:00,117.007
2013-01-03 20:15:00,115.681
2013-01-03 20:30:00,115.681
2013-01-03 20:45:00,115.020
2013-01-03 21:00:00,114.360
2013-01-03 21:15:00,113.701
2013-01-03 21:30:00,113.043
2013-01-03 21:45:00,112.387
2013-01-03 22:00:00,111.731
2013-01-03 22:15:00,111.077
2013-01-03 22:30:00,110.424
2013-01-03 22:45:00,109.771
2013-01-03 23:00:00,109.121
2013-01-03 23:15:00,108.471
2013-01-03 23:30:00,107.822
2013-01-03 23:45:00,107.175
2013-01-04 00:00:00,105.883
2013-01-04 00:15:00,105.239
2013-01-04 00:30:00,104.597
2013-01-04 00:45:00,103.955
2013-01-04 01:00:00,103.314
