Location Names,Fray Marcos
Location Ids,44.0
Time,Q.obs
2019-01-01 00:00:00,69.616
2019-01-01 00:30:00,69.616
2019-01-01 01:00:00,68.503
2019-01-01 01:30:00,68.503
2019-01-01 02:00:00,67.950
2019-01-01 02:30:00,67.398
2019-01-01 03:00:00,66.302
2019-01-01 03:30:00,65.756
2019-01-01 04:00:00,65.213
2019-01-01 04:30:00,64.133
2019-01-01 05:00:00,63.596
2019-01-01 05:30:00,62.528
2019-01-01 06:00:00,60.942
2019-01-01 06:30:00,60.417
2019-01-01 07:00:00,59.374
2019-01-01 07:30:00,58.340
2019-01-01 08:00:00,57.314
2019-01-01 08:30:00,56.296
2019-01-01 09:00:00,54.784
2019-01-01 09:30:00,53.788
2019-01-01 10:00:00,52.799
2019-01-01 10:30:00,51.819
2019-01-01 11:00:00,50.847
2019-01-01 11:30:00,49.884
2019-01-01 12:00:00,48.929
2019-01-01 12:30:00,47.513
2019-01-01 13:00:00,46.579
2019-01-01 13:30:00,45.654
2019-01-01 14:00:00,44.737
2019-01-01 14:30:00,44.282
2019-01-01 15:00:00,43.378
2019-01-01 15:30:00,42.483
2019-01-01 16:00:00,41.596
2019-01-01 16:30:00,40.718
2019-01-01 17:00:00,39.848
2019-01-01 17:30:00,38.987
2019-01-01 18:00:00,38.560
2019-01-01 18:30:00,37.712
2019-01-01 19:00:00,36.873
2019-01-01 19:30:00,36.456
2019-01-01 20:00:00,35.630
2019-01-01 20:30:00,35.220
2019-01-01 21:00:00,34.812
2019-01-01 21:30:00,34.003
2019-01-01 22:00:00,33.602
2019-01-01 22:30:00,33.203
2019-01-01 23:00:00,32.806
2019-01-01 23:30:00,32.411
2019-01-02 00:00:00,32.019
2019-01-02 00:30:00,31.629
2019-01-02 01:00:00,31.241
2019-01-02 01:30:00,30.855
2019-01-02 02:00:00,30.471
2019-01-02 02:30:00,30.090
2019-01-02 03:00:00,29.710
2019-01-02 03:30:00,29.333
2019-01-02 04:00:00,28.958
2019-01-02 04:30:00,28.958
2019-01-02 05:00:00,28.586
2019-01-02 05:30:00,28.215
2019-01-02 06:00:00,27.847
2019-01-02 06:30:00,27.481
2019-01-02 07:00:00,27.481
2019-01-02 07:30:00,27.117
2019-01-02 08:00:00,26.756
2019-01-02 08:30:00,26.396
2019-01-02 09:00:00,26.396
2019-01-02 09:30:00,26.039
2019-01-02 10:00:00,26.039
2019-01-02 10:30:00,25.684
2019-01-02 11:00:00,25.684
2019-01-02 11:30:00,25.332
2019-01-02 12:00:00,24.981
2019-01-02 12:30:00,24.981
2019-01-02 13:00:00,24.633
2019-01-02 13:30:00,24.633
2019-01-02 14:00:00,24.633
2019-01-02 14:30:00,24.287
2019-01-02 15:00:00,24.633
2019-01-02 15:30:00,24.287
2019-01-02 16:00:00,24.287
2019-01-02 16:30:00,23.943
2019-01-02 17:00:00,23.943
2019-01-02 17:30:00,23.943
2019-01-02 18:00:00,23.602
2019-01-02 18:30:00,23.943
2019-01-02 19:00:00,23.602
2019-01-02 19:30:00,23.602
2019-01-02 20:00:00,23.943
2019-01-02 20:30:00,23.602
2019-01-02 21:00:00,23.602
2019-01-02 21:30:00,23.602
2019-01-02 22:00:00,23.943
2019-01-02 22:30:00,23.943
2019-01-02 23:00:00,23.943
2019-01-02 23:30:00,24.287
2019-01-03 00:00:00,24.287
2019-01-03 00:30:00,24.287
2019-01-03 01:00:00,24.633
2019-01-03 01:30:00,24.633
2019-01-03 02:00:00,24.981
2019-01-03 02:30:00,24.981
2019-01-03 03:00:00,25.332
2019-01-03 03:30:00,25.332
2019-01-03 04:00:00,25.684
2019-01-03 04:30:00,25.684
2019-01-03 05:00:00,26.039
2019-01-03 05:30:00,26.039
2019-01-03 06:00:00,26.396
2019-01-03 06:30:00,26.756
2019-01-03 07:00:00,26.756
2019-01-03 07:30:00,27.117
2019-01-03 08:00:00,27.847
2019-01-03 08:30:00,28.586
2019-01-03 09:00:00,29.710
2019-01-03 09:30:00,30.855
2019-01-03 10:00:00,32.806
2019-01-03 10:30:00,34.812
2019-01-03 11:00:00,37.712
2019-01-03 11:30:00,40.718
2019-01-03 12:00:00,44.282
2019-01-03 12:30:00,48.455
2019-01-03 13:00:00,52.308
2019-01-03 13:30:00,56.804
2019-01-03 14:00:00,61.468
2019-01-03 14:30:00,66.302
2019-01-03 15:00:00,70.738
2019-01-03 15:30:00,75.306
2019-01-03 16:00:00,80.004
2019-01-03 16:30:00,85.445
2019-01-03 17:00:00,89.790
2019-01-03 17:30:00,94.876
2019-01-03 18:00:00,99.431
2019-01-03 18:30:00,105.432
2019-01-03 19:00:00,109.522
2019-01-03 19:30:00,115.790
2019-01-03 20:00:00,120.775
2019-01-03 20:30:00,125.857
2019-01-03 21:00:00,131.034
2019-01-03 21:30:00,134.036
2019-01-03 22:00:00,140.903
2019-01-03 22:30:00,147.138
2019-01-03 23:00:00,152.975
2019-01-03 23:30:00,158.348
2019-01-04 00:00:00,163.815
2019-01-04 00:30:00,170.314
2019-01-04 01:00:00,175.987
2019-01-04 01:30:00,179.821
2019-01-04 02:00:00,187.617
2019-01-04 02:30:00,191.579
2019-01-04 03:00:00,194.577
2019-01-04 03:30:00,201.667
2019-01-04 04:00:00,204.745
2019-01-04 04:30:00,208.886
2019-01-04 05:00:00,212.019
2019-01-04 05:30:00,215.177
2019-01-04 06:00:00,218.358
2019-01-04 06:30:00,221.563
2019-01-04 07:00:00,223.713
2019-01-04 07:30:00,225.873
2019-01-04 08:00:00,228.044
2019-01-04 08:30:00,226.958
2019-01-04 09:00:00,229.134
2019-01-04 09:30:00,230.226
2019-01-04 10:00:00,230.226
2019-01-04 10:30:00,230.226
2019-01-04 11:00:00,229.134
2019-01-04 11:30:00,229.134
2019-01-04 12:00:00,228.044
2019-01-04 12:30:00,224.792
2019-01-04 13:00:00,223.713
2019-01-04 13:30:00,222.637
2019-01-04 14:00:00,221.563
2019-01-04 14:30:00,217.295
2019-01-04 15:00:00,215.177
2019-01-04 15:30:00,212.019
2019-01-04 16:00:00,206.810
2019-01-04 16:30:00,205.776
2019-01-04 17:00:00,200.646
2019-01-04 17:30:00,197.600
2019-01-04 18:00:00,192.576
2019-01-04 18:30:00,189.593
2019-01-04 19:00:00,184.674
2019-01-04 19:30:00,179.821
2019-01-04 20:00:00,175.987
2019-01-04 20:30:00,171.253
2019-01-04 21:00:00,165.659
2019-01-04 21:30:00,161.982
2019-01-04 22:00:00,156.546
2019-01-04 22:30:00,152.089
2019-01-04 23:00:00,147.138
2019-01-04 23:30:00,144.005
2019-01-05 00:00:00,140.132
2019-01-05 00:30:00,135.548
2019-01-05 01:00:00,131.782
2019-01-05 01:30:00,128.064
2019-01-05 02:00:00,122.942
2019-01-05 02:30:00,120.775
2019-01-05 03:00:00,117.205
2019-01-05 03:30:00,113.683
2019-01-05 04:00:00,110.210
2019-01-05 04:30:00,107.468
2019-01-05 05:00:00,103.414
2019-01-05 05:30:00,100.090
2019-01-05 06:00:00,97.467
2019-01-05 06:30:00,94.876
2019-01-05 07:00:00,92.317
2019-01-05 07:30:00,89.790
2019-01-05 08:00:00,86.676
2019-01-05 08:30:00,84.221
2019-01-05 09:00:00,81.799
2019-01-05 09:30:00,80.004
2019-01-05 10:00:00,78.227
2019-01-05 10:30:00,75.886
2019-01-05 11:00:00,74.151
2019-01-05 11:30:00,72.435
2019-01-05 12:00:00,70.738
2019-01-05 12:30:00,69.059
2019-01-05 13:00:00,67.398
2019-01-05 13:30:00,65.756
2019-01-05 14:00:00,64.672
2019-01-05 14:30:00,63.596
2019-01-05 15:00:00,61.997
2019-01-05 15:30:00,60.417
2019-01-05 16:00:00,59.895
2019-01-05 16:30:00,58.856
2019-01-05 17:00:00,57.826
2019-01-05 17:30:00,56.804
2019-01-05 18:00:00,55.790
2019-01-05 18:30:00,54.784
2019-01-05 19:00:00,54.285
2019-01-05 19:30:00,53.292
2019-01-05 20:00:00,52.799
2019-01-05 20:30:00,51.819
2019-01-05 21:00:00,51.332
2019-01-05 21:30:00,50.847
2019-01-05 22:00:00,49.884
2019-01-05 22:30:00,49.405
2019-01-05 23:00:00,48.929
2019-01-05 23:30:00,48.455
2019-01-06 00:00:00,47.513
2019-01-06 00:30:00,47.513
2019-01-06 01:00:00,46.579
2019-01-06 01:30:00,46.115
2019-01-06 02:00:00,45.654
2019-01-06 02:30:00,45.194
2019-01-06 03:00:00,44.737
2019-01-06 03:30:00,44.282
2019-01-06 04:00:00,43.378
2019-01-06 04:30:00,43.378
2019-01-06 05:00:00,42.929
2019-01-06 05:30:00,42.483
2019-01-06 06:00:00,42.038
2019-01-06 06:30:00,41.596
2019-01-06 07:00:00,41.156
2019-01-06 07:30:00,40.718
2019-01-06 08:00:00,40.282
2019-01-06 08:30:00,39.848
2019-01-06 09:00:00,39.417
2019-01-06 09:30:00,38.987
2019-01-06 10:00:00,38.560
2019-01-06 10:30:00,38.560
2019-01-06 11:00:00,38.135
2019-01-06 11:30:00,37.712
2019-01-06 12:00:00,37.291
2019-01-06 12:30:00,37.291
2019-01-06 13:00:00,36.873
2019-01-06 13:30:00,36.456
2019-01-06 14:00:00,36.042
2019-01-06 14:30:00,36.042
2019-01-06 15:00:00,35.630
2019-01-06 15:30:00,35.630
2019-01-06 16:00:00,35.220
2019-01-06 16:30:00,34.812
2019-01-06 17:00:00,34.812
2019-01-06 17:30:00,34.407
2019-01-06 18:00:00,34.407
2019-01-06 18:30:00,34.003
2019-01-06 19:00:00,33.602
2019-01-06 19:30:00,33.602
2019-01-06 20:00:00,33.203
2019-01-06 20:30:00,33.203
2019-01-06 21:00:00,33.602
2019-01-06 21:30:00,33.602
2019-01-06 22:00:00,33.602
2019-01-06 22:30:00,33.203
2019-01-06 23:00:00,33.203
2019-01-06 23:30:00,33.203
2019-01-07 00:00:00,32.806
2019-01-07 00:30:00,32.806
